date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations,share_doses_used,total_boosters
2021-07-17,Oregon,4668736.0,5707025.0,2519562.0,2324348.0,5537.0,0.818,
2021-07-17,Louisiana,3483711.0,4152520.0,1846126.0,1678174.0,6259.0,0.8390000000000001,
2021-07-17,Maine,1645045.0,1883850.0,906496.0,844532.0,1621.0,0.873,
2021-07-17,Puerto Rico,3889890.0,4240630.0,2152895.0,1867843.0,10237.0,0.917,
2021-07-17,North Carolina,9500467.0,11897730.0,5219776.0,4503714.0,13166.0,0.799,
2021-07-17,Long Term Care,,,,,6.0,,
2021-07-17,Veterans Health,5393546.0,6245680.0,2852495.0,2714227.0,2179.0,0.8640000000000001,
2021-07-17,Republic of Palau,25416.0,24600.0,14464.0,13286.0,0.0,1.033,
2021-07-17,Rhode Island,1305234.0,1534155.0,697578.0,639822.0,1736.0,0.851,
2021-07-17,California,44032614.0,49902535.0,24954403.0,20388530.0,75019.0,0.882,
2021-07-17,Kentucky,4096449.0,4561845.0,2260994.0,1998463.0,5916.0,0.898,
2021-07-17,Michigan,9638398.0,11786370.0,5223222.0,4812992.0,13041.0,0.818,
2021-07-17,New Jersey,10119780.0,11777795.0,5718426.0,5055892.0,15236.0,0.8590000000000001,
2021-07-17,Iowa,3091485.0,3518515.0,1648916.0,1545325.0,3150.0,0.879,
2021-07-17,Delaware,1067242.0,1306605.0,578647.0,502923.0,1539.0,0.8170000000000001,
2021-07-17,Texas,26551336.0,32505445.0,14395623.0,12390950.0,50764.0,0.8170000000000001,
2021-07-17,Georgia,8630136.0,11405925.0,4718613.0,3981538.0,11307.0,0.757,
2021-07-17,Missouri,5282466.0,6285215.0,2864829.0,2467082.0,12128.0,0.84,
2021-07-17,South Carolina,4299163.0,5405005.0,2333905.0,2048564.0,6473.0,0.795,
2021-07-17,Kansas,2545484.0,3145745.0,1464393.0,1251491.0,3471.0,0.809,
2021-07-17,Indian Health Svc,1469394.0,1768265.0,814544.0,673472.0,1679.0,0.831,
2021-07-17,District of Columbia,888007.0,1077035.0,443453.0,380259.0,1363.0,0.8240000000000001,
2021-07-17,Washington,8838273.0,9566735.0,4783590.0,4302519.0,12649.0,0.924,
2021-07-17,New Hampshire,1570297.0,1874920.0,867145.0,783212.0,1643.0,0.838,
2021-07-17,Ohio,10901143.0,12586795.0,5726605.0,5353645.0,11644.0,0.866,
2021-07-17,American Samoa,49447.0,54930.0,27509.0,22580.0,181.0,0.9,
2021-07-17,Arkansas,2321236.0,2899360.0,1321430.0,1065108.0,5875.0,0.8009999999999999,
2021-07-17,New York State,22432139.0,24506495.0,11976293.0,10868754.0,34785.0,0.915,
2021-07-17,Federated States of Micronesia,53707.0,78800.0,32211.0,27873.0,244.0,0.682,
2021-07-17,Virgin Islands,81020.0,81330.0,42694.0,36516.0,196.0,0.996,
2021-07-17,Northern Mariana Islands,58790.0,72330.0,30959.0,28340.0,214.0,0.813,
2021-07-17,Alabama,3455278.0,4912720.0,2013853.0,1648172.0,5766.0,0.703,
2021-07-17,Guam,,,,,363.0,,
2021-07-17,Dept of Defense,,,,,1029.0,,
2021-07-17,Oklahoma,3356367.0,4074580.0,1823085.0,1560913.0,5521.0,0.8240000000000001,
2021-07-17,Marshall Islands,34872.0,51300.0,19077.0,16788.0,163.0,0.68,
2021-07-17,Illinois,13335591.0,14973405.0,7715200.0,6031077.0,21863.0,0.8909999999999999,
2021-07-17,Wisconsin,6054220.0,6250335.0,3180894.0,2971124.0,6470.0,0.9690000000000001,
2021-07-17,Maryland,7061815.0,8633450.0,3828835.0,3489899.0,10230.0,0.818,
2021-07-17,Florida,21791630.0,25397265.0,11903156.0,10220834.0,43965.0,0.858,
2021-07-17,Arizona,6942123.0,8321190.0,3764742.0,3233494.0,10214.0,0.8340000000000001,
2021-07-17,Tennessee,5598022.0,6489350.0,2958822.0,2619103.0,9578.0,0.863,
2021-07-17,Vermont,,,,,31.0,,
2021-07-17,United States,337239448.0,390100705.0,185765452.0,160994035.0,524863.0,0.8640000000000001,
2021-07-17,Indiana,5943519.0,6815380.0,3104949.0,2924621.0,8015.0,0.872,
2021-07-17,Nebraska,1900664.0,2123080.0,1017418.0,941815.0,2769.0,0.895,
2021-07-17,Montana,958024.0,1124765.0,518785.0,467907.0,997.0,0.852,
2021-07-17,Connecticut,4506379.0,4808225.0,2439162.0,2217856.0,5729.0,0.937,
2021-07-17,West Virginia,1481309.0,1925615.0,819884.0,695638.0,441.0,0.769,
2021-07-17,Pennsylvania,14249455.0,15958205.0,8212496.0,6550920.0,20831.0,0.893,
2021-07-17,Colorado,6351061.0,7139535.0,3406138.0,3077109.0,8483.0,0.89,
2021-07-17,Mississippi,2070571.0,2714865.0,1123041.0,1005193.0,4371.0,0.763,
2021-07-18,Illinois,13358047.0,14973405.0,7727548.0,6041214.0,21685.0,0.892,
2021-07-18,Alaska,,,,,593.0,,
2021-07-18,United States,337740358.0,390100605.0,186038501.0,161232483.0,512673.0,0.866,
2021-07-18,American Samoa,49447.0,54930.0,27509.0,22580.0,181.0,0.9,
2021-07-18,Veterans Health,5396450.0,6245680.0,2854337.0,2715890.0,2148.0,0.8640000000000001,
2021-07-18,District of Columbia,,,,,1244.0,,
2021-07-18,South Carolina,4307484.0,5405005.0,2338597.0,2052373.0,6344.0,0.797,
2021-07-18,Idaho,1353053.0,1720650.0,721863.0,659697.0,1401.0,0.7859999999999999,
2021-07-18,Maryland,7071861.0,8633450.0,3834066.0,3495123.0,10333.0,0.8190000000000001,
2021-07-18,Washington,8850765.0,9566735.0,4789508.0,4309686.0,12042.0,0.925,
2021-07-18,Tennessee,5609046.0,6489350.0,2964426.0,2623670.0,9272.0,0.8640000000000001,
2021-07-18,California,44121534.0,49902535.0,25002431.0,20428622.0,73194.0,0.884,
2021-07-18,Wyoming,,,,,457.0,,
2021-07-18,New Mexico,2440832.0,2405105.0,1346508.0,1178008.0,2744.0,1.015,
2021-07-18,Puerto Rico,3898573.0,4240630.0,2157938.0,1871798.0,9388.0,0.919,
2021-07-18,Nevada,2880103.0,3182690.0,1594888.0,1335853.0,5511.0,0.905,
2021-07-18,North Carolina,9516196.0,11897730.0,5227926.0,4511603.0,13087.0,0.8,
2021-07-18,New Hampshire,1571439.0,1874920.0,867723.0,783827.0,1606.0,0.838,
2021-07-18,Arizona,6953781.0,8321090.0,3771082.0,3239067.0,10044.0,0.836,
2021-07-18,Colorado,6358063.0,7139535.0,3409535.0,3080815.0,8383.0,0.8909999999999999,
2021-07-18,Vermont,,,,,31.0,,
2021-07-18,Kansas,2550483.0,3145745.0,1467386.0,1253581.0,3546.0,0.8109999999999999,
2021-07-18,Maine,1645234.0,1883850.0,906640.0,844621.0,1614.0,0.873,
2021-07-18,Oregon,4674557.0,5707025.0,2522045.0,2327768.0,5301.0,0.8190000000000001,
2021-07-18,New York State,22465278.0,24506495.0,11993731.0,10885944.0,33041.0,0.917,
2021-07-18,Ohio,10913658.0,12586795.0,5732675.0,5360037.0,11132.0,0.867,
2021-07-18,Hawaii,,,,,585.0,,
2021-07-18,Arkansas,2330266.0,2899360.0,1327799.0,1067975.0,6192.0,0.804,
2021-07-18,Connecticut,4512127.0,4808225.0,2442239.0,2220726.0,5618.0,0.938,
2021-07-18,Virgin Islands,81040.0,81330.0,42704.0,36526.0,193.0,0.996,
2021-07-18,Massachusetts,9019298.0,9861560.0,4937786.0,4349706.0,9031.0,0.915,
2021-07-18,Northern Mariana Islands,58818.0,72330.0,30986.0,28342.0,216.0,0.813,
2021-07-18,Alabama,3462968.0,4912720.0,2018807.0,1651404.0,5850.0,0.705,
2021-07-18,Minnesota,5994362.0,6619760.0,3267912.0,2995125.0,5994.0,0.9059999999999999,
2021-07-18,Guam,,,,,396.0,,
2021-07-18,Dept of Defense,,,,,1029.0,,
2021-07-18,Nebraska,1900723.0,2123080.0,1017493.0,941853.0,2763.0,0.895,
2021-07-18,Oklahoma,3363907.0,4074580.0,1827742.0,1563656.0,5677.0,0.826,
2021-07-18,Long Term Care,,,,,6.0,,
2021-07-18,Utah,2927578.0,3299590.0,1625991.0,1403624.0,4443.0,0.887,
2021-07-18,Mississippi,2070717.0,2714865.0,1123226.0,1005331.0,4369.0,0.763,
2021-07-18,Marshall Islands,35432.0,51300.0,19536.0,16977.0,186.0,0.691,
2021-07-18,Indian Health Svc,1471136.0,1768265.0,815602.0,674201.0,1638.0,0.8320000000000001,
2021-07-18,Pennsylvania,14266489.0,15958205.0,8221360.0,6559632.0,19936.0,0.894,
2021-07-18,Federated States of Micronesia,53707.0,78800.0,32215.0,27879.0,244.0,0.682,
2021-07-18,Louisiana,3483827.0,4152520.0,1846251.0,1678260.0,5160.0,0.8390000000000001,
2021-07-18,Missouri,5292205.0,6285215.0,2871123.0,2470716.0,11780.0,0.8420000000000001,
2021-07-18,Rhode Island,1307002.0,1534155.0,698364.0,640746.0,1706.0,0.852,
2021-07-18,West Virginia,1481394.0,1925615.0,820025.0,695798.0,435.0,0.769,
2021-07-18,Michigan,9638468.0,11786370.0,5223413.0,4813144.0,10809.0,0.818,
2021-07-18,Wisconsin,6061792.0,6250335.0,3184704.0,2975251.0,6276.0,0.97,
2021-07-18,Kentucky,4102931.0,4561845.0,2264691.0,2001450.0,5373.0,0.899,
2021-07-18,Texas,26598663.0,32505445.0,14421509.0,12412160.0,50428.0,0.818,
2021-07-18,Indiana,5952786.0,6815380.0,3109890.0,2928991.0,7931.0,0.873,
2021-07-18,Montana,959181.0,1124765.0,519438.0,468462.0,991.0,0.853,
2021-07-18,Iowa,3091522.0,3518515.0,1648996.0,1545381.0,2571.0,0.879,
2021-07-18,Republic of Palau,25416.0,24600.0,14464.0,13286.0,0.0,1.033,
2021-07-18,North Dakota,,,,,402.0,,
2021-07-18,Florida,21835598.0,25397265.0,11927303.0,10240997.0,44048.0,0.86,
2021-07-18,Georgia,8630684.0,11405925.0,4719334.0,3982004.0,11274.0,0.757,
2021-07-18,New Jersey,10137429.0,11777795.0,5727458.0,5065462.0,15415.0,0.861,
2021-07-18,Bureau of Prisons,198356.0,206410.0,107274.0,98725.0,187.0,0.961,
2021-07-18,South Dakota,835144.0,975045.0,455801.0,409508.0,838.0,0.857,
2021-07-18,Delaware,1068692.0,1306605.0,579355.0,503651.0,1482.0,0.818,
2021-07-18,Virginia,9495386.0,10566455.0,5160692.0,4569489.0,14819.0,0.899,
2021-07-19,Montana,959739.0,1124765.0,519745.0,468723.0,1069.0,0.853,
2021-07-19,Massachusetts,9027305.0,9862460.0,4941913.0,4354005.0,8931.0,0.915,
2021-07-19,Northern Mariana Islands,58818.0,72330.0,30986.0,28342.0,216.0,0.813,
2021-07-19,Arizona,6961423.0,8320990.0,3775565.0,3242582.0,9874.0,0.8370000000000001,
2021-07-19,Minnesota,5997574.0,6620660.0,3269581.0,2996728.0,5980.0,0.9059999999999999,
2021-07-19,North Dakota,,,,,422.0,,
2021-07-19,Dept of Defense,,,,,1029.0,,
2021-07-19,Nebraska,,,,,1825.0,,
2021-07-19,Louisiana,3499143.0,4152520.0,1856779.0,1682980.0,6740.0,0.843,
2021-07-19,Oklahoma,3368581.0,4074580.0,1830714.0,1565309.0,5774.0,0.8270000000000001,
2021-07-19,New Jersey,10149152.0,11789495.0,5733873.0,5071420.0,15384.0,0.861,
2021-07-19,Guam,,,,,336.0,,
2021-07-19,Iowa,3091522.0,3518515.0,1649096.0,1545445.0,2184.0,0.879,
2021-07-19,Hawaii,,,,,563.0,,
2021-07-19,Delaware,1070544.0,1306605.0,580278.0,504616.0,1562.0,0.8190000000000001,
2021-07-19,New Hampshire,1572700.0,1874920.0,868359.0,784446.0,1291.0,0.8390000000000001,
2021-07-19,Maryland,7077471.0,8635250.0,3837210.0,3498032.0,10235.0,0.82,
2021-07-19,District of Columbia,,,,,1087.0,,
2021-07-19,Veterans Health,5396960.0,6245680.0,2854816.0,2716311.0,2205.0,0.8640000000000001,
2021-07-19,Mississippi,2070743.0,2715315.0,1123383.0,1005399.0,4373.0,0.763,
2021-07-19,Georgia,,,,,9754.0,,
2021-07-19,American Samoa,49447.0,54930.0,27509.0,22580.0,181.0,0.9,
2021-07-19,Maine,1645401.0,1883850.0,906763.0,844706.0,1612.0,0.873,
2021-07-19,Texas,26632345.0,32505445.0,14440646.0,12427484.0,49854.0,0.8190000000000001,
2021-07-19,Wisconsin,6066621.0,6250335.0,3187101.0,2977825.0,6271.0,0.971,
2021-07-19,Arkansas,2334536.0,2899360.0,1330885.0,1069117.0,6359.0,0.805,
2021-07-19,Ohio,10922163.0,12586795.0,5736898.0,5364467.0,11131.0,0.868,
2021-07-19,Alaska,,,,,580.0,,
2021-07-19,Illinois,13376634.0,14973405.0,7738224.0,6049294.0,21589.0,0.893,
2021-07-19,Florida,21878548.0,25398165.0,11952318.0,10260280.0,43872.0,0.861,
2021-07-19,West Virginia,1481415.0,1925615.0,820105.0,695871.0,436.0,0.769,
2021-07-19,New York State,22496234.0,24506495.0,12009840.0,10902720.0,34106.0,0.9179999999999999,
2021-07-19,Virgin Islands,81062.0,81330.0,42722.0,36537.0,194.0,0.997,
2021-07-19,Federated States of Micronesia,54107.0,78800.0,32470.0,28143.0,151.0,0.687,
2021-07-19,Connecticut,4517809.0,4812725.0,2445411.0,2223568.0,5623.0,0.9390000000000001,
2021-07-19,Marshall Islands,35432.0,51300.0,19536.0,16977.0,155.0,0.691,
2021-07-19,Utah,2927597.0,3299590.0,1626054.0,1403645.0,4443.0,0.887,
2021-07-19,Colorado,6362634.0,7140885.0,3411780.0,3083206.0,8169.0,0.8909999999999999,
2021-07-19,Alabama,3468625.0,4919470.0,2022782.0,1653604.0,6658.0,0.705,
2021-07-19,Washington,,,,,11063.0,,
2021-07-19,Kentucky,,,,,5496.0,,
2021-07-19,Tennessee,5616439.0,6490700.0,2968742.0,2626712.0,9364.0,0.865,
2021-07-19,California,44195184.0,49923685.0,25041270.0,20465046.0,76224.0,0.885,
2021-07-19,Pennsylvania,14289071.0,15958205.0,8232912.0,6571137.0,21328.0,0.895,
2021-07-19,Wyoming,,,,,463.0,,
2021-07-19,Rhode Island,1308305.0,1537755.0,699030.0,641412.0,1657.0,0.851,
2021-07-19,New Mexico,,,,,2623.0,,
2021-07-19,Puerto Rico,3902053.0,4240630.0,2160119.0,1873182.0,9157.0,0.92,
2021-07-19,Nevada,2885468.0,3182690.0,1598515.0,1337825.0,5473.0,0.907,
2021-07-19,North Carolina,9524889.0,11897730.0,5232998.0,4515388.0,13102.0,0.8009999999999999,
2021-07-19,Republic of Palau,25416.0,24600.0,14464.0,13287.0,0.0,1.033,
2021-07-19,Bureau of Prisons,198356.0,206410.0,107274.0,98725.0,187.0,0.961,
2021-07-19,Long Term Care,,,,,6.0,,
2021-07-19,Missouri,5292410.0,6287465.0,2871468.0,2470920.0,10689.0,0.8420000000000001,
2021-07-19,South Carolina,4313964.0,5405005.0,2342339.0,2055372.0,6517.0,0.7979999999999999,
2021-07-19,Idaho,,,,,1306.0,,
2021-07-19,Kansas,2553079.0,3146645.0,1469015.0,1254584.0,3612.0,0.8109999999999999,
2021-07-19,Vermont,,,,,31.0,,
2021-07-19,Virginia,9507872.0,10575005.0,5166732.0,4575899.0,14184.0,0.899,
2021-07-19,Oregon,4679729.0,5708375.0,2524518.0,2330680.0,5263.0,0.82,
2021-07-19,Indian Health Svc,1471242.0,1768265.0,815671.0,674244.0,1639.0,0.8320000000000001,
2021-07-19,South Dakota,835251.0,975045.0,455876.0,409565.0,839.0,0.857,
2021-07-19,Michigan,9638481.0,11786370.0,5223544.0,4813230.0,9128.0,0.818,
2021-07-19,United States,338247434.0,390174755.0,186317651.0,161473715.0,520952.0,0.867,
2021-07-19,Indiana,5959560.0,6816730.0,3113361.0,2932326.0,7811.0,0.8740000000000001,
2021-07-20,Kansas,2553587.0,3150665.0,1469632.0,1255255.0,3479.0,0.81,
2021-07-20,American Samoa,49581.0,54930.0,27586.0,22643.0,123.0,0.903,
2021-07-20,Rhode Island,1309194.0,1538035.0,699536.0,641930.0,1640.0,0.851,
2021-07-20,Georgia,8720175.0,11409285.0,4767583.0,4025666.0,16147.0,0.764,
2021-07-20,Long Term Care,,,,,6.0,,
2021-07-20,North Carolina,9535141.0,11899860.0,5241500.0,4519991.0,13134.0,0.8009999999999999,
2021-07-20,Federated States of Micronesia,54107.0,78800.0,32471.0,28144.0,125.0,0.687,
2021-07-20,Mississippi,2080127.0,2723655.0,1129803.0,1008740.0,4161.0,0.764,
2021-07-20,Puerto Rico,3903554.0,4240630.0,2161218.0,1873723.0,9097.0,0.9209999999999999,
2021-07-20,Indian Health Svc,1471604.0,1771115.0,815898.0,674388.0,1666.0,0.831,
2021-07-20,Illinois,13387855.0,14980975.0,7745870.0,6053831.0,21133.0,0.894,
2021-07-20,Republic of Palau,,,,,6.0,,
2021-07-20,Veterans Health,5397255.0,6245680.0,2855109.0,2716600.0,2242.0,0.8640000000000001,
2021-07-20,Maryland,7080730.0,8646100.0,3840554.0,3500639.0,9251.0,0.8190000000000001,
2021-07-20,Arizona,6966636.0,8322660.0,3778555.0,3245176.0,9787.0,0.8370000000000001,
2021-07-20,New Hampshire,1575424.0,1878350.0,869627.0,785697.0,1521.0,0.8390000000000001,
2021-07-20,Iowa,3099615.0,3526455.0,1653450.0,1549216.0,3236.0,0.879,
2021-07-20,Alabama,3471361.0,4928670.0,2024953.0,1654644.0,5286.0,0.7040000000000001,
2021-07-20,Guam,197509.0,215770.0,105860.0,95676.0,366.0,0.915,
2021-07-20,Arkansas,2336637.0,2904710.0,1332741.0,1069679.0,6334.0,0.804,
2021-07-20,Texas,26674874.0,32512905.0,14472510.0,12456699.0,49585.0,0.82,
2021-07-20,South Carolina,4315958.0,5405305.0,2344178.0,2057399.0,6134.0,0.7979999999999999,
2021-07-20,Northern Mariana Islands,59369.0,76830.0,31176.0,28711.0,229.0,0.773,
2021-07-20,Connecticut,4521207.0,4821105.0,2447320.0,2225346.0,5601.0,0.938,
2021-07-20,New Jersey,10159349.0,11835725.0,5739295.0,5077581.0,15098.0,0.858,
2021-07-20,Michigan,9672048.0,11791880.0,5236848.0,4826819.0,12767.0,0.82,
2021-07-20,Delaware,1070875.0,1307955.0,580449.0,504923.0,1468.0,0.8190000000000001,
2021-07-20,Washington,8863389.0,9580345.0,4794076.0,4320331.0,10813.0,0.925,
2021-07-20,California,44213927.0,50044465.0,25046828.0,20480346.0,74502.0,0.883,
2021-07-20,New York State,22520652.0,24541775.0,12023696.0,10915227.0,34197.0,0.9179999999999999,
2021-07-20,Marshall Islands,35432.0,51300.0,19536.0,16977.0,155.0,0.691,
2021-07-20,Nebraska,1907569.0,2125750.0,1021211.0,944969.0,2208.0,0.897,
2021-07-20,Tennessee,5620170.0,6508750.0,2971611.0,2628470.0,9163.0,0.863,
2021-07-20,Kentucky,4106066.0,4572285.0,2267421.0,2003228.0,5290.0,0.898,
2021-07-20,Ohio,10927982.0,12597035.0,5738944.0,5368516.0,11063.0,0.868,
2021-07-20,West Virginia,1481788.0,1927105.0,820389.0,696124.0,446.0,0.769,
2021-07-20,Dept of Defense,4305570.0,4397510.0,2458725.0,1903702.0,1029.0,0.9790000000000001,
2021-07-20,Indiana,5963281.0,6837750.0,3115594.0,2933840.0,7766.0,0.872,
2021-07-20,Pennsylvania,14298602.0,15976835.0,8238751.0,6575932.0,20514.0,0.895,
2021-07-20,Oklahoma,3370735.0,4076270.0,1832721.0,1566238.0,5688.0,0.8270000000000001,
2021-07-20,Missouri,5297518.0,6311065.0,2875025.0,2472883.0,10540.0,0.8390000000000001,
2021-07-20,Bureau of Prisons,198370.0,206410.0,107285.0,98734.0,186.0,0.961,
2021-07-20,Oregon,4686818.0,5718865.0,2527959.0,2334446.0,5846.0,0.82,
2021-07-20,Wisconsin,6069069.0,6252725.0,3188430.0,2979114.0,6234.0,0.971,
2021-07-20,Florida,21911789.0,25460315.0,11973220.0,10277618.0,44045.0,0.861,
2021-07-20,Maine,1646872.0,1886380.0,907809.0,845498.0,1304.0,0.873,
2021-07-20,Louisiana,3502545.0,4153730.0,1859391.0,1684060.0,6816.0,0.843,
2021-07-20,Utah,2939283.0,3301330.0,1632384.0,1409162.0,5188.0,0.89,
2021-07-20,United States,338491374.0,390735975.0,186474836.0,161631676.0,507020.0,0.866,
2021-07-20,Minnesota,5999646.0,6627760.0,3270798.0,2997756.0,6030.0,0.905,
2021-07-20,Virginia,9511470.0,10596415.0,5170817.0,4580737.0,13414.0,0.898,
2021-07-20,Massachusetts,9032607.0,9875030.0,4945140.0,4357007.0,8778.0,0.915,
2021-07-20,Wyoming,438253.0,521255.0,235419.0,208489.0,318.0,0.841,
2021-07-20,South Dakota,836340.0,976145.0,456608.0,409951.0,802.0,0.857,
2021-07-20,Virgin Islands,81413.0,81780.0,42976.0,36640.0,209.0,0.996,
2021-07-20,Hawaii,1701517.0,1962820.0,1000337.0,750266.0,472.0,0.867,
2021-07-20,Alaska,687880.0,843085.0,370546.0,329206.0,595.0,0.816,
2021-07-20,Vermont,,,,,31.0,,
2021-07-20,North Dakota,653169.0,727460.0,340095.0,301939.0,431.0,0.898,
2021-07-20,Idaho,1353834.0,1721100.0,722192.0,660309.0,1259.0,0.787,
2021-07-20,Montana,959809.0,1125315.0,519759.0,468821.0,942.0,0.853,
2021-07-20,Colorado,6366639.0,7144625.0,3413839.0,3086226.0,7726.0,0.8909999999999999,
2021-07-20,District of Columbia,889244.0,1078525.0,444270.0,381131.0,1093.0,0.825,
2021-07-20,Nevada,2889123.0,3185700.0,1600788.0,1339499.0,5442.0,0.907,
2021-07-20,New Mexico,2443512.0,2406545.0,1348269.0,1179876.0,2810.0,1.015,
2021-07-21,South Carolina,4322933.0,5415675.0,2348436.0,2060032.0,6356.0,0.7979999999999999,
2021-07-21,Nebraska,1911202.0,2127790.0,1023123.0,946484.0,2471.0,0.898,
2021-07-21,Missouri,5314903.0,6342495.0,2886658.0,2479180.0,11820.0,0.838,
2021-07-21,Guam,198637.0,215770.0,106370.0,96273.0,523.0,0.9209999999999999,
2021-07-21,South Dakota,836792.0,979745.0,456917.0,410129.0,748.0,0.8540000000000001,
2021-07-21,Montana,960755.0,1125905.0,520336.0,469177.0,950.0,0.853,
2021-07-21,Michigan,9684635.0,11801690.0,5242166.0,4831862.0,12757.0,0.821,
2021-07-21,Massachusetts,9040501.0,9889500.0,4949453.0,4360913.0,8808.0,0.914,
2021-07-21,Minnesota,6006009.0,6632450.0,3274036.0,3001001.0,6095.0,0.9059999999999999,
2021-07-21,Northern Mariana Islands,59692.0,76830.0,31466.0,28755.0,226.0,0.777,
2021-07-21,Virginia,9525279.0,10610095.0,5178149.0,4586432.0,13236.0,0.898,
2021-07-21,Connecticut,4526780.0,4828735.0,2450458.0,2228046.0,5673.0,0.937,
2021-07-21,North Carolina,9551675.0,11912410.0,5251172.0,4526546.0,13709.0,0.802,
2021-07-21,New Mexico,2447126.0,2413065.0,1350317.0,1181421.0,2781.0,1.014,
2021-07-21,Tennessee,5630436.0,6518010.0,2977038.0,2632151.0,9244.0,0.8640000000000001,
2021-07-21,Florida,21955490.0,25520275.0,11998594.0,10296106.0,45153.0,0.86,
2021-07-21,California,44290970.0,50119245.0,25090033.0,20515635.0,74790.0,0.884,
2021-07-21,Indiana,5971607.0,6852890.0,3119985.0,2937655.0,7952.0,0.871,
2021-07-21,Kentucky,4114659.0,4574545.0,2272573.0,2006737.0,5681.0,0.899,
2021-07-21,Colorado,6377405.0,7148345.0,3419068.0,3091502.0,7902.0,0.892,
2021-07-21,Long Term Care,,,,,6.0,,
2021-07-21,Idaho,1355401.0,1722590.0,723165.0,660935.0,1263.0,0.787,
2021-07-21,Oregon,4686883.0,5722645.0,2528095.0,2334523.0,5136.0,0.8190000000000001,
2021-07-21,Washington,8874648.0,9584495.0,4799938.0,4326006.0,10955.0,0.9259999999999999,
2021-07-21,Kansas,2558805.0,3152285.0,1472340.0,1257436.0,3778.0,0.812,
2021-07-21,Vermont,,,,,31.0,,
2021-07-21,Arizona,6976583.0,8336240.0,3784173.0,3249256.0,9821.0,0.8370000000000001,
2021-07-21,Indian Health Svc,1473723.0,1777065.0,817284.0,675196.0,1691.0,0.8290000000000001,
2021-07-21,Dept of Defense,4349431.0,4397510.0,2477807.0,1911604.0,7148.0,0.9890000000000001,
2021-07-21,Republic of Palau,,,,,12.0,,
2021-07-21,Hawaii,1704642.0,1965190.0,1001635.0,751350.0,723.0,0.867,
2021-07-21,Oklahoma,3377157.0,4081300.0,1836978.0,1568444.0,5797.0,0.8270000000000001,
2021-07-21,Bureau of Prisons,198610.0,206410.0,107444.0,98862.0,211.0,0.9620000000000001,
2021-07-21,Marshall Islands,35432.0,51300.0,19536.0,16977.0,155.0,0.691,
2021-07-21,Louisiana,3510623.0,4156170.0,1865051.0,1686717.0,7180.0,0.845,
2021-07-21,Nevada,2895012.0,3197650.0,1604601.0,1341798.0,5592.0,0.905,
2021-07-21,Utah,2939399.0,3305040.0,1632494.0,1409255.0,4344.0,0.889,
2021-07-21,Rhode Island,1310650.0,1540135.0,700241.0,642602.0,1635.0,0.851,
2021-07-21,Pennsylvania,14329614.0,15996185.0,8254308.0,6591615.0,21741.0,0.8959999999999999,
2021-07-21,United States,339102867.0,391248955.0,186819440.0,161895045.0,516441.0,0.867,
2021-07-21,Puerto Rico,3914177.0,4247770.0,2166123.0,1879638.0,7255.0,0.9209999999999999,
2021-07-21,Ohio,10939162.0,12606175.0,5745648.0,5372833.0,10999.0,0.868,
2021-07-21,Wisconsin,6074585.0,6259285.0,3191442.0,2981776.0,6279.0,0.97,
2021-07-21,West Virginia,1482221.0,1928465.0,820747.0,696438.0,433.0,0.769,
2021-07-21,Arkansas,2344406.0,2907570.0,1338218.0,1072166.0,6636.0,0.8059999999999999,
2021-07-21,Alabama,3485659.0,4935470.0,2034814.0,1659775.0,7309.0,0.706,
2021-07-21,Georgia,8747755.0,11424395.0,4783420.0,4037136.0,17041.0,0.7659999999999999,
2021-07-21,Alaska,688769.0,846475.0,371062.0,329591.0,574.0,0.8140000000000001,
2021-07-21,New Jersey,10178925.0,11851695.0,5749784.0,5087461.0,15461.0,0.8590000000000001,
2021-07-21,Wyoming,440081.0,521255.0,236489.0,209232.0,566.0,0.8440000000000001,
2021-07-21,District of Columbia,890228.0,1080745.0,444846.0,381538.0,1013.0,0.8240000000000001,
2021-07-21,Federated States of Micronesia,54364.0,78800.0,32629.0,28329.0,131.0,0.69,
2021-07-21,Delaware,1072059.0,1308375.0,581025.0,505534.0,1457.0,0.8190000000000001,
2021-07-21,Texas,26744604.0,32549095.0,14513117.0,12484818.0,49994.0,0.8220000000000001,
2021-07-21,Mississippi,2085335.0,2727505.0,1133444.0,1010312.0,4215.0,0.765,
2021-07-21,American Samoa,50010.0,54930.0,27814.0,22843.0,139.0,0.91,
2021-07-21,Iowa,3102564.0,3531705.0,1655254.0,1550562.0,3238.0,0.878,
2021-07-21,New York State,22557594.0,24564545.0,12043340.0,10933428.0,34546.0,0.9179999999999999,
2021-07-21,Maryland,7096476.0,8649860.0,3847427.0,3508410.0,9694.0,0.82,
2021-07-21,New Hampshire,1576441.0,1878910.0,870225.0,786136.0,1543.0,0.8390000000000001,
2021-07-21,Virgin Islands,81691.0,81780.0,43160.0,36750.0,210.0,0.9990000000000001,
2021-07-21,Veterans Health,5400353.0,6245680.0,2857182.0,2718347.0,2294.0,0.865,
2021-07-21,Illinois,13407167.0,14995565.0,7756666.0,6062121.0,20097.0,0.894,
2021-07-21,Maine,1648394.0,1887110.0,908748.0,846150.0,1373.0,0.8740000000000001,
2021-07-21,North Dakota,654258.0,727560.0,340682.0,302419.0,517.0,0.899,
